Student_ID,Gender,Age,Ethnicity,Parental_Level_of_Education,Lunch,Test_Preparation_Course,Math_Score,Reading_Score,Writing_Score
3899,Female,15,Group B,Bachelor's Degree,Free/Reduced,Completed,87,43,68
3900,Male,18,Group B,Master's Degree,Free/Reduced,None,8,6,49
3901,Female,18,Group D,Bachelor's Degree,Free/Reduced,None,52,78,48
3902,Male,18,Group E,Master's Degree,Free/Reduced,Completed,66,75,4
3903,Female,16,Group D,Master's Degree,Standard,None,68,73,39
3904,Male,16,Group E,Master's Degree,Standard,None,2,74,62
3905,Female,18,Group B,Some College,Free/Reduced,None,79,3,39
3906,Female,15,Group D,Bachelor's Degree,Free/Reduced,Completed,92,88,57
3907,Female,16,Group C,High School,Free/Reduced,Completed,21,4,31
3908,Male,15,Group E,Bachelor's Degree,Free/Reduced,None,92,14,27
3909,Female,16,Group C,Some College,Standard,Completed,41,6,70
3910,Female,16,Group A,Master's Degree,Free/Reduced,Completed,47,68,75
3911,Female,16,Group B,Bachelor's Degree,Standard,None,4,76,11
3912,Male,15,Group B,Master's Degree,Free/Reduced,Completed,18,70,32
3913,Male,16,Group A,Some High School,Standard,None,13,43,58
3914,Female,15,Group C,High School,Free/Reduced,None,87,61,93
3915,Female,16,Group A,High School,Standard,None,29,29,94
3916,Male,17,Group D,Master's Degree,Standard,None,0,73,64
3917,Female,16,Group E,Master's Degree,Standard,Completed,48,2,43
3918,Female,18,Group A,Associate's Degree,Standard,Completed,0,68,21
3919,Female,15,Group C,Some High School,Free/Reduced,Completed,72,29,33
3920,Female,17,Group A,Some High School,Free/Reduced,Completed,7,87,58
3921,Female,15,Group A,Bachelor's Degree,Standard,Completed,49,90,38
3922,Male,16,Group E,Master's Degree,Free/Reduced,Completed,98,43,38
3923,Female,18,Group A,Bachelor's Degree,Free/Reduced,Completed,72,20,16
3924,Male,18,Group D,Some High School,Free/Reduced,Completed,15,12,0
3925,Female,18,Group B,High School,Free/Reduced,Completed,28,90,24
3926,Female,16,Group D,High School,Free/Reduced,Completed,97,10,41
3927,Male,16,Group C,Bachelor's Degree,Free/Reduced,None,80,69,77
3928,Male,18,Group E,Some High School,Standard,None,4,76,33
3929,Male,16,Group D,High School,Free/Reduced,Completed,72,52,36
3930,Male,16,Group C,Bachelor's Degree,Standard,None,69,84,13
3931,Male,17,Group D,Master's Degree,Free/Reduced,None,9,66,2
3932,Female,16,Group E,High School,Free/Reduced,None,2,37,95
3933,Male,17,Group E,Associate's Degree,Standard,None,83,36,86
3934,Female,18,Group D,Some High School,Standard,Completed,60,21,21
3935,Male,15,Group D,Bachelor's Degree,Free/Reduced,None,73,83,92
3936,Male,16,Group A,Some College,Free/Reduced,None,82,37,28
3937,Female,18,Group C,Some High School,Standard,None,49,49,100
3938,Female,18,Group C,Some College,Free/Reduced,Completed,36,35,64
3939,Male,16,Group E,High School,Standard,None,87,94,61
3940,Female,15,Group B,Master's Degree,Standard,Completed,78,65,82
3941,Female,15,Group A,Associate's Degree,Free/Reduced,Completed,49,99,28
3942,Female,16,Group E,High School,Standard,Completed,57,66,45
3943,Female,18,Group B,High School,Free/Reduced,Completed,95,38,10
3944,Male,16,Group B,Associate's Degree,Free/Reduced,Completed,30,79,68
3945,Female,15,Group C,Some High School,Free/Reduced,None,87,96,95
3946,Male,16,Group C,High School,Free/Reduced,None,62,85,87
3947,Female,18,Group E,Some College,Free/Reduced,None,78,78,89
3948,Male,15,Group B,Associate's Degree,Standard,Completed,32,92,96
3949,Female,15,Group C,Bachelor's Degree,Free/Reduced,Completed,44,58,52
3950,Male,15,Group B,Master's Degree,Standard,Completed,81,74,52
3951,Male,18,Group C,Some College,Standard,None,58,47,39
3952,Male,16,Group C,High School,Standard,Completed,61,56,63
3953,Male,15,Group D,Associate's Degree,Free/Reduced,Completed,19,21,61
3954,Female,18,Group E,High School,Standard,Completed,58,71,38
3955,Male,18,Group B,Master's Degree,Standard,None,68,47,12
3956,Male,17,Group E,High School,Standard,Completed,46,99,26
3957,Female,15,Group E,Some High School,Free/Reduced,Completed,28,62,11
3958,Male,18,Group E,Master's Degree,Free/Reduced,None,18,42,26
3959,Female,16,Group B,Bachelor's Degree,Standard,None,36,81,46
3960,Female,18,Group E,Bachelor's Degree,Free/Reduced,None,81,90,9
3961,Male,18,Group E,Some College,Free/Reduced,None,93,73,64
3962,Male,17,Group B,High School,Standard,None,22,44,86
3963,Female,15,Group A,Some College,Free/Reduced,None,49,96,24
3964,Female,18,Group A,Master's Degree,Standard,Completed,32,66,1
3965,Female,16,Group B,High School,Standard,Completed,20,16,18
3966,Female,17,Group D,High School,Standard,None,47,66,45
3967,Female,18,Group B,Some College,Standard,Completed,94,94,65
3968,Female,16,Group D,Bachelor's Degree,Free/Reduced,None,2,14,47
3969,Female,15,Group A,Some College,Free/Reduced,None,55,75,25
3970,Male,17,Group D,Some High School,Standard,None,38,6,34
3971,Female,18,Group E,Master's Degree,Standard,None,18,22,53
3972,Female,17,Group C,Some High School,Free/Reduced,Completed,5,18,98
3973,Female,16,Group A,Bachelor's Degree,Free/Reduced,None,58,9,40
3974,Male,15,Group C,Associate's Degree,Free/Reduced,Completed,52,56,68
3975,Male,15,Group E,Master's Degree,Standard,Completed,90,95,10
3976,Female,15,Group B,Some College,Standard,None,69,74,44
3977,Male,15,Group A,Some College,Free/Reduced,None,29,59,26
3978,Male,18,Group E,High School,Free/Reduced,Completed,51,93,79
3979,Female,16,Group D,Associate's Degree,Standard,None,16,68,67
3980,Female,17,Group B,Master's Degree,Standard,None,80,77,99
3981,Female,18,Group D,Some College,Standard,None,45,84,68
3982,Male,17,Group A,Associate's Degree,Standard,None,26,84,46
3983,Female,15,Group C,High School,Standard,None,51,80,81
3984,Male,16,Group C,Some College,Standard,None,53,9,21
3985,Male,18,Group D,Some College,Standard,Completed,53,17,88
3986,Female,17,Group E,Master's Degree,Free/Reduced,None,58,38,15
3987,Female,17,Group E,Associate's Degree,Standard,None,93,67,62
3988,Female,18,Group B,High School,Standard,None,57,69,70
3989,Male,17,Group A,High School,Free/Reduced,None,56,24,77
3990,Male,17,Group C,Master's Degree,Standard,None,49,81,41
3991,Male,18,Group B,High School,Free/Reduced,None,59,77,43
3992,Female,16,Group C,Master's Degree,Free/Reduced,None,46,57,79
3993,Male,18,Group E,Associate's Degree,Standard,Completed,43,10,79
3994,Male,18,Group C,Master's Degree,Free/Reduced,Completed,41,59,7
3995,Female,16,Group C,Some College,Standard,None,85,1,73
3996,Male,17,Group A,Bachelor's Degree,Free/Reduced,None,51,42,66
3997,Male,18,Group A,Some College,Free/Reduced,None,17,96,38
3998,Female,17,Group C,High School,Standard,None,92,74,90
3999,Female,17,Group D,Master's Degree,Standard,None,67,67,86
4000,Female,17,Group D,High School,Free/Reduced,Completed,26,38,9
4001,Male,18,Group B,Some College,Free/Reduced,None,31,33,21
4002,Male,16,Group A,Some High School,Free/Reduced,None,27,42,70
4003,Female,15,Group A,Associate's Degree,Free/Reduced,None,91,12,48
4004,Female,16,Group B,Some College,Standard,None,24,34,42
4005,Male,18,Group D,Some High School,Free/Reduced,None,72,26,46
4006,Male,16,Group E,Associate's Degree,Free/Reduced,None,24,54,66
4007,Female,15,Group A,High School,Free/Reduced,None,93,63,14
4008,Male,16,Group B,Some High School,Free/Reduced,None,84,97,48
4009,Male,18,Group A,Master's Degree,Standard,None,100,20,58
4010,Male,17,Group C,Bachelor's Degree,Free/Reduced,None,79,66,44
4011,Female,15,Group C,Some College,Free/Reduced,None,46,50,97
4012,Female,16,Group B,Some High School,Standard,None,59,66,79
4013,Male,18,Group D,High School,Standard,Completed,70,13,22
4014,Male,15,Group B,Bachelor's Degree,Standard,None,97,10,27
4015,Male,15,Group E,Some High School,Free/Reduced,None,52,23,68
4016,Male,16,Group A,Bachelor's Degree,Free/Reduced,None,47,92,26
4017,Female,18,Group C,Master's Degree,Standard,Completed,82,27,12
4018,Male,18,Group E,Some High School,Standard,Completed,39,81,75
4019,Female,15,Group C,Some High School,Free/Reduced,Completed,27,3,28
4020,Male,15,Group B,High School,Standard,Completed,50,26,39
4021,Male,17,Group C,Some College,Free/Reduced,None,18,67,68
4022,Female,16,Group E,Some High School,Free/Reduced,None,60,64,97
4023,Female,17,Group E,Master's Degree,Free/Reduced,None,13,43,73
4024,Male,15,Group E,Some High School,Standard,None,69,96,11
4025,Female,15,Group D,High School,Free/Reduced,None,83,55,70
4026,Male,18,Group D,Master's Degree,Standard,None,57,68,91
4027,Female,18,Group C,Some College,Standard,None,38,14,97
4028,Female,17,Group A,Some College,Standard,Completed,99,99,5
4029,Male,15,Group A,Some College,Free/Reduced,Completed,79,10,93
4030,Female,16,Group B,Master's Degree,Standard,None,52,73,7
4031,Male,18,Group A,Some High School,Standard,Completed,6,31,25
4032,Female,18,Group D,Master's Degree,Standard,Completed,25,78,68
4033,Male,15,Group D,Master's Degree,Free/Reduced,Completed,27,62,8
4034,Male,16,Group C,Master's Degree,Standard,Completed,43,68,33
4035,Female,17,Group C,Some College,Free/Reduced,Completed,70,10,49
4036,Female,16,Group E,Master's Degree,Free/Reduced,None,20,35,24
4037,Female,15,Group B,High School,Standard,Completed,84,43,33
4038,Female,16,Group C,High School,Free/Reduced,Completed,49,73,16
4039,Male,16,Group E,Associate's Degree,Standard,Completed,66,1,90
4040,Female,15,Group C,Some College,Standard,None,55,2,77
4041,Male,17,Group A,Master's Degree,Free/Reduced,None,23,94,22
4042,Female,16,Group A,Some High School,Standard,None,56,79,39
4043,Male,15,Group C,Master's Degree,Free/Reduced,Completed,3,84,20
4044,Female,16,Group B,Bachelor's Degree,Free/Reduced,None,88,92,13
4045,Male,15,Group A,Master's Degree,Free/Reduced,None,26,73,88
4046,Female,17,Group B,Master's Degree,Free/Reduced,None,49,80,77
4047,Female,18,Group C,Associate's Degree,Standard,Completed,72,21,47
4048,Male,17,Group D,Bachelor's Degree,Standard,Completed,85,13,73
4049,Male,18,Group C,High School,Free/Reduced,None,22,56,59
4050,Female,18,Group C,Master's Degree,Free/Reduced,None,34,59,95
4051,Female,16,Group D,Master's Degree,Standard,Completed,95,73,30
4052,Male,15,Group C,High School,Standard,None,87,6,97
4053,Male,15,Group B,Some High School,Standard,None,72,47,6
4054,Male,15,Group E,Associate's Degree,Free/Reduced,None,98,40,75
4055,Male,17,Group C,Master's Degree,Standard,None,19,18,94
4056,Female,17,Group E,Associate's Degree,Standard,Completed,82,71,13
4057,Female,17,Group D,Master's Degree,Free/Reduced,Completed,51,54,22
4058,Female,17,Group A,Master's Degree,Free/Reduced,Completed,73,54,8
4059,Male,16,Group A,Master's Degree,Free/Reduced,None,100,74,65
4060,Male,16,Group B,High School,Standard,None,25,26,40
4061,Male,18,Group A,Master's Degree,Free/Reduced,Completed,19,28,19
4062,Female,18,Group E,High School,Standard,Completed,52,47,60
4063,Female,15,Group D,High School,Standard,None,40,11,24
4064,Female,17,Group E,High School,Standard,None,59,80,37
4065,Male,16,Group B,Some High School,Free/Reduced,None,31,84,11
4066,Male,18,Group A,Master's Degree,Free/Reduced,None,94,40,11
4067,Male,15,Group C,Some College,Free/Reduced,None,16,95,37
4068,Male,15,Group A,Bachelor's Degree,Standard,Completed,97,64,92
4069,Female,17,Group A,High School,Standard,None,62,68,51
4070,Male,17,Group B,Some College,Free/Reduced,None,40,96,11
4071,Female,15,Group D,Bachelor's Degree,Standard,None,78,2,25
4072,Male,17,Group E,High School,Free/Reduced,Completed,97,96,31
4073,Female,17,Group B,High School,Standard,Completed,78,92,10
4074,Male,18,Group E,Master's Degree,Free/Reduced,Completed,67,59,42
4075,Male,18,Group C,Master's Degree,Standard,None,94,95,82
4076,Female,18,Group C,Some High School,Free/Reduced,None,80,1,45
4077,Female,16,Group A,Some College,Standard,Completed,4,98,46
4078,Male,17,Group B,Master's Degree,Free/Reduced,Completed,86,85,25
4079,Male,18,Group C,Associate's Degree,Free/Reduced,Completed,12,40,6
4080,Male,18,Group E,Bachelor's Degree,Free/Reduced,None,100,24,8
4081,Female,15,Group E,Associate's Degree,Free/Reduced,Completed,8,16,41
4082,Male,18,Group A,Bachelor's Degree,Standard,None,10,86,28
4083,Female,15,Group B,Master's Degree,Standard,Completed,2,50,4
4084,Female,17,Group B,Bachelor's Degree,Standard,None,1,2,24
4085,Male,15,Group B,Some College,Standard,None,6,95,7
4086,Male,18,Group B,Master's Degree,Free/Reduced,Completed,42,95,39
4087,Male,16,Group E,Master's Degree,Standard,None,11,15,37
4088,Male,16,Group B,Some College,Free/Reduced,Completed,40,15,1
4089,Male,17,Group A,Associate's Degree,Standard,None,45,73,57
4090,Female,18,Group A,Associate's Degree,Standard,Completed,25,30,56
4091,Male,17,Group E,Bachelor's Degree,Standard,Completed,95,100,68
4092,Female,15,Group A,Bachelor's Degree,Standard,Completed,19,74,11
4093,Male,17,Group B,Master's Degree,Free/Reduced,Completed,27,10,85
4094,Male,16,Group A,Bachelor's Degree,Free/Reduced,Completed,39,1,91
4095,Male,17,Group A,Some High School,Standard,None,8,31,12
4096,Female,15,Group E,Some College,Standard,Completed,46,68,6
4097,Female,18,Group D,Some High School,Free/Reduced,Completed,79,16,78
4098,Male,17,Group E,Some College,Standard,Completed,40,73,94
4099,Male,15,Group C,Some High School,Free/Reduced,None,74,60,52
4100,Male,16,Group A,High School,Standard,Completed,57,39,46
4101,Male,18,Group B,Some College,Standard,None,60,17,78
4102,Male,17,Group B,Master's Degree,Standard,None,43,82,70
4103,Female,17,Group D,Master's Degree,Standard,Completed,90,40,38
4104,Male,16,Group C,High School,Free/Reduced,None,22,44,84
4105,Female,17,Group A,Bachelor's Degree,Free/Reduced,Completed,37,15,98
4106,Male,16,Group C,Some High School,Free/Reduced,Completed,38,31,40
4107,Male,16,Group B,Some College,Free/Reduced,Completed,12,92,40
4108,Female,18,Group C,Some High School,Free/Reduced,Completed,71,54,58
4109,Female,16,Group B,Some High School,Standard,Completed,20,5,52
4110,Female,16,Group D,High School,Free/Reduced,None,19,73,94
4111,Male,16,Group E,Some High School,Standard,None,20,7,90
4112,Female,17,Group B,Bachelor's Degree,Free/Reduced,None,53,88,55
4113,Female,16,Group B,Associate's Degree,Free/Reduced,Completed,15,67,30
4114,Male,16,Group C,Bachelor's Degree,Standard,Completed,68,41,95
4115,Male,16,Group A,Associate's Degree,Free/Reduced,None,79,68,39
4116,Female,16,Group B,Master's Degree,Standard,None,52,12,41
4117,Female,17,Group D,Some High School,Free/Reduced,Completed,20,64,38
4118,Male,16,Group D,Bachelor's Degree,Free/Reduced,None,71,91,15
4119,Male,15,Group A,High School,Standard,None,70,15,100
4120,Female,15,Group C,Bachelor's Degree,Free/Reduced,None,80,5,71
4121,Female,15,Group D,Associate's Degree,Free/Reduced,None,60,36,94
4122,Male,18,Group A,High School,Standard,Completed,89,41,23
4123,Female,15,Group C,Some High School,Free/Reduced,None,35,7,76
4124,Male,15,Group A,Some College,Free/Reduced,Completed,88,17,75
4125,Female,18,Group A,Some College,Standard,None,31,38,12
4126,Male,17,Group B,Some College,Free/Reduced,None,14,27,18
4127,Male,17,Group C,Some High School,Free/Reduced,Completed,84,91,52
4128,Male,18,Group C,Master's Degree,Standard,None,18,59,78
4129,Female,17,Group D,Some College,Standard,Completed,56,26,76
4130,Male,18,Group B,Some High School,Free/Reduced,None,12,51,34
4131,Female,16,Group E,High School,Standard,None,96,8,43
4132,Male,17,Group E,Associate's Degree,Free/Reduced,Completed,5,43,19
4133,Male,18,Group A,Bachelor's Degree,Standard,None,17,89,7
4134,Female,16,Group E,Bachelor's Degree,Free/Reduced,Completed,48,100,53
4135,Male,16,Group E,Some High School,Standard,None,60,67,39
4136,Female,15,Group A,High School,Standard,Completed,48,63,87
4137,Female,18,Group A,Some College,Standard,Completed,61,26,10
4138,Male,18,Group C,High School,Free/Reduced,None,21,48,79
4139,Female,15,Group B,Bachelor's Degree,Free/Reduced,None,98,96,93
4140,Female,17,Group A,High School,Standard,Completed,2,51,13
4141,Female,18,Group C,High School,Standard,None,75,17,2
4142,Female,16,Group A,Bachelor's Degree,Free/Reduced,Completed,88,56,53
4143,Male,18,Group B,Bachelor's Degree,Free/Reduced,None,46,10,13
4144,Male,15,Group C,Bachelor's Degree,Free/Reduced,None,56,27,88
4145,Female,18,Group A,Bachelor's Degree,Free/Reduced,Completed,74,88,95
4146,Female,17,Group A,Associate's Degree,Free/Reduced,Completed,73,44,48
4147,Male,15,Group E,Bachelor's Degree,Standard,Completed,23,65,82
4148,Male,15,Group D,Some High School,Standard,Completed,57,92,48
4149,Female,16,Group D,Some High School,Free/Reduced,None,2,76,88
4150,Male,18,Group E,Associate's Degree,Free/Reduced,Completed,62,51,78
4151,Female,15,Group A,Bachelor's Degree,Free/Reduced,None,85,72,11
4152,Female,17,Group D,Some High School,Standard,Completed,72,31,2
4153,Female,17,Group B,High School,Standard,Completed,44,26,7
4154,Female,17,Group C,Bachelor's Degree,Standard,None,43,45,96
4155,Male,16,Group A,High School,Free/Reduced,Completed,10,30,89
4156,Female,17,Group E,Bachelor's Degree,Free/Reduced,None,47,79,93
4157,Male,16,Group A,Some High School,Standard,None,8,7,67
4158,Female,17,Group E,Master's Degree,Free/Reduced,Completed,22,90,81
4159,Female,18,Group B,Master's Degree,Standard,None,17,0,16
4160,Female,17,Group E,Some College,Standard,None,79,80,20
4161,Female,17,Group C,Associate's Degree,Standard,None,38,42,85
4162,Male,16,Group C,Master's Degree,Standard,None,86,69,32
4163,Male,18,Group B,Some High School,Free/Reduced,Completed,50,41,17
4164,Male,18,Group B,Associate's Degree,Standard,Completed,19,96,94
4165,Female,16,Group B,Associate's Degree,Standard,Completed,14,55,15
4166,Female,18,Group D,Some High School,Free/Reduced,Completed,85,11,51
4167,Female,17,Group D,Bachelor's Degree,Standard,None,25,46,68
4168,Female,17,Group E,Bachelor's Degree,Free/Reduced,None,81,81,18
4169,Male,18,Group E,Bachelor's Degree,Free/Reduced,Completed,41,37,53
4170,Male,17,Group D,Master's Degree,Standard,None,37,57,64
4171,Male,18,Group B,Some High School,Free/Reduced,None,91,85,16
4172,Female,16,Group A,Bachelor's Degree,Standard,Completed,100,31,19
4173,Male,16,Group E,High School,Free/Reduced,Completed,10,11,87
4174,Male,16,Group D,Some College,Free/Reduced,Completed,45,83,10
4175,Male,15,Group B,Some High School,Standard,Completed,77,42,81
4176,Female,17,Group D,Bachelor's Degree,Standard,Completed,63,49,63
4177,Female,16,Group E,Some College,Free/Reduced,Completed,2,48,45
4178,Female,18,Group C,Master's Degree,Standard,Completed,79,30,81
4179,Female,18,Group E,Associate's Degree,Standard,Completed,75,74,51
4180,Male,16,Group A,Master's Degree,Free/Reduced,Completed,53,62,21
4181,Male,16,Group B,High School,Standard,None,21,72,83
4182,Female,16,Group D,Master's Degree,Free/Reduced,None,46,23,100
4183,Female,18,Group E,Master's Degree,Free/Reduced,None,32,45,48
4184,Female,15,Group C,High School,Free/Reduced,None,24,44,79
4185,Female,16,Group C,Some High School,Free/Reduced,None,65,14,72
4186,Male,18,Group A,High School,Standard,Completed,35,12,99
4187,Female,18,Group D,Bachelor's Degree,Free/Reduced,Completed,66,48,48
4188,Female,16,Group A,Associate's Degree,Standard,Completed,3,37,18
4189,Female,17,Group C,Bachelor's Degree,Standard,None,62,31,3
4190,Male,18,Group B,Some High School,Standard,None,40,50,67
4191,Female,17,Group D,Associate's Degree,Free/Reduced,None,21,86,24
4192,Male,17,Group D,Bachelor's Degree,Free/Reduced,None,6,78,80
4193,Female,15,Group C,Some College,Free/Reduced,None,83,5,34
4194,Female,18,Group D,Some College,Free/Reduced,Completed,30,84,63
4195,Female,15,Group E,Some College,Free/Reduced,None,89,17,73
4196,Male,16,Group E,High School,Free/Reduced,Completed,39,65,90
4197,Male,15,Group C,Master's Degree,Free/Reduced,Completed,33,30,11
4198,Female,16,Group C,High School,Standard,None,57,60,95
4199,Female,17,Group D,Some High School,Standard,Completed,55,62,0
4200,Male,18,Group D,Associate's Degree,Free/Reduced,None,43,23,1
4201,Female,15,Group C,Some High School,Free/Reduced,Completed,5,58,44
4202,Male,18,Group C,Bachelor's Degree,Free/Reduced,Completed,34,3,72
4203,Female,17,Group B,Bachelor's Degree,Free/Reduced,None,95,20,29
4204,Male,17,Group C,Master's Degree,Standard,None,97,69,17
4205,Male,17,Group C,Bachelor's Degree,Standard,None,84,76,84
4206,Female,17,Group E,Associate's Degree,Standard,None,58,53,81
4207,Male,17,Group B,Master's Degree,Standard,None,84,98,81
4208,Female,17,Group C,Some College,Free/Reduced,Completed,10,83,81
4209,Female,15,Group B,Associate's Degree,Free/Reduced,None,42,48,45
4210,Female,18,Group A,Bachelor's Degree,Free/Reduced,None,70,52,63
4211,Female,15,Group B,High School,Standard,None,4,0,16
4212,Female,17,Group E,Bachelor's Degree,Standard,Completed,16,43,97
4213,Female,16,Group C,Master's Degree,Standard,None,79,31,16
4214,Female,16,Group B,Bachelor's Degree,Free/Reduced,Completed,1,37,70
4215,Male,17,Group B,Bachelor's Degree,Free/Reduced,None,94,22,80
4216,Male,17,Group B,Some High School,Standard,Completed,73,66,58
4217,Male,17,Group A,Some College,Free/Reduced,Completed,2,10,6
4218,Male,18,Group E,Some College,Standard,None,38,48,90
4219,Female,18,Group C,Some College,Standard,None,48,32,25
4220,Male,15,Group B,Bachelor's Degree,Free/Reduced,None,25,32,20
4221,Female,18,Group A,High School,Standard,None,60,8,18
4222,Female,17,Group D,High School,Free/Reduced,Completed,48,90,3
4223,Female,18,Group C,Associate's Degree,Free/Reduced,Completed,49,87,5
4224,Female,16,Group D,Bachelor's Degree,Standard,None,4,52,82
4225,Male,16,Group A,Some High School,Standard,Completed,88,9,84
4226,Male,17,Group E,Master's Degree,Free/Reduced,Completed,86,4,59
4227,Female,18,Group C,Some College,Standard,Completed,34,13,34
4228,Male,18,Group D,Some High School,Free/Reduced,None,89,79,71
4229,Female,15,Group D,Some College,Standard,Completed,48,89,43
4230,Female,15,Group C,Some College,Standard,Completed,42,59,78
4231,Male,16,Group A,Bachelor's Degree,Free/Reduced,Completed,46,41,63
4232,Male,17,Group E,Master's Degree,Standard,None,65,81,94
4233,Male,16,Group D,Some High School,Free/Reduced,None,100,26,16
4234,Female,17,Group C,High School,Standard,None,54,42,32
4235,Female,17,Group D,Bachelor's Degree,Standard,None,52,68,24
4236,Male,17,Group E,Bachelor's Degree,Free/Reduced,None,90,81,71
4237,Male,17,Group D,Some High School,Standard,None,43,38,59
4238,Female,18,Group E,Some College,Free/Reduced,Completed,16,52,15
4239,Male,17,Group D,Bachelor's Degree,Standard,Completed,44,33,18
4240,Male,18,Group B,Some College,Standard,Completed,92,5,78
4241,Female,17,Group E,High School,Free/Reduced,Completed,33,47,44
4242,Female,18,Group E,Some High School,Free/Reduced,Completed,70,15,11
4243,Male,18,Group B,Some College,Standard,None,24,4,37
4244,Male,16,Group C,Bachelor's Degree,Standard,None,62,24,42
4245,Female,16,Group B,Master's Degree,Free/Reduced,None,36,85,23
4246,Female,15,Group C,Associate's Degree,Standard,None,34,71,91
4247,Female,16,Group A,Bachelor's Degree,Free/Reduced,None,10,69,5
4248,Male,16,Group D,Associate's Degree,Free/Reduced,Completed,57,0,42
4249,Female,17,Group E,Bachelor's Degree,Standard,None,85,17,86
4250,Male,15,Group B,Associate's Degree,Standard,None,10,62,65
4251,Male,16,Group D,Master's Degree,Standard,None,85,27,82
4252,Male,16,Group A,High School,Standard,Completed,40,1,2
4253,Female,18,Group E,Some High School,Free/Reduced,Completed,65,33,90
4254,Male,15,Group B,Bachelor's Degree,Free/Reduced,None,14,18,18
4255,Male,15,Group D,Some High School,Free/Reduced,None,2,62,80
4256,Female,15,Group C,Bachelor's Degree,Free/Reduced,None,16,53,66
4257,Male,18,Group D,High School,Standard,Completed,97,26,51
4258,Male,15,Group C,Bachelor's Degree,Standard,Completed,13,54,2
4259,Female,15,Group B,Bachelor's Degree,Standard,None,31,17,48
4260,Male,18,Group D,High School,Free/Reduced,Completed,9,65,5
4261,Male,15,Group B,Bachelor's Degree,Free/Reduced,Completed,22,13,36
4262,Male,15,Group E,Some College,Standard,Completed,47,33,70
4263,Female,17,Group E,Bachelor's Degree,Standard,Completed,8,81,3
4264,Male,16,Group D,Master's Degree,Standard,None,19,33,22
4265,Male,15,Group A,Master's Degree,Free/Reduced,Completed,73,86,23
4266,Female,18,Group D,High School,Standard,None,30,34,33
4267,Female,17,Group D,Associate's Degree,Free/Reduced,None,99,58,1
4268,Female,16,Group D,Master's Degree,Free/Reduced,None,11,14,53
4269,Male,16,Group A,Bachelor's Degree,Standard,None,9,67,100
4270,Male,17,Group D,Associate's Degree,Free/Reduced,None,1,96,45
4271,Female,18,Group C,Associate's Degree,Free/Reduced,None,92,74,38
4272,Male,16,Group D,Some High School,Standard,None,1,29,61
4273,Female,16,Group B,Some High School,Free/Reduced,None,94,75,33
4274,Male,16,Group D,Some High School,Standard,None,43,40,57
4275,Male,15,Group E,Associate's Degree,Free/Reduced,Completed,79,27,51
4276,Female,15,Group B,Master's Degree,Standard,None,9,2,88
4277,Male,17,Group B,Some High School,Free/Reduced,None,19,73,77
4278,Female,17,Group D,Some College,Standard,Completed,74,52,43
4279,Female,18,Group B,High School,Standard,Completed,80,73,5
4280,Female,18,Group C,Bachelor's Degree,Standard,None,58,5,91
4281,Female,17,Group D,Bachelor's Degree,Free/Reduced,Completed,80,53,74
4282,Male,18,Group C,Bachelor's Degree,Free/Reduced,None,42,63,2
4283,Male,16,Group D,Bachelor's Degree,Standard,Completed,100,51,32
4284,Male,16,Group D,Some High School,Standard,Completed,85,33,10
4285,Female,18,Group C,Bachelor's Degree,Free/Reduced,None,13,88,81
4286,Male,18,Group C,Associate's Degree,Free/Reduced,Completed,78,96,64
4287,Male,17,Group A,Master's Degree,Standard,None,15,84,93
4288,Male,17,Group C,High School,Standard,Completed,7,77,74
4289,Male,18,Group C,Bachelor's Degree,Standard,None,90,80,64
4290,Male,16,Group A,Some College,Free/Reduced,None,17,88,42
4291,Female,15,Group D,High School,Free/Reduced,Completed,25,0,55
4292,Male,18,Group E,High School,Standard,Completed,95,72,50
4293,Female,17,Group A,High School,Free/Reduced,Completed,10,22,88
4294,Male,17,Group D,Some College,Free/Reduced,Completed,23,22,33
4295,Male,18,Group C,Some High School,Standard,Completed,11,64,26
4296,Male,17,Group C,Some High School,Free/Reduced,None,91,68,4
4297,Male,16,Group E,Bachelor's Degree,Standard,None,11,97,12
4298,Female,17,Group A,Some College,Free/Reduced,None,0,35,49
4299,Female,15,Group E,Some College,Standard,None,55,78,42
4300,Female,15,Group B,Bachelor's Degree,Standard,Completed,87,65,80
4301,Female,16,Group C,Associate's Degree,Standard,Completed,29,58,45
4302,Male,17,Group B,Bachelor's Degree,Standard,Completed,26,97,55
4303,Female,17,Group A,Associate's Degree,Standard,None,6,34,17
4304,Male,18,Group B,Master's Degree,Free/Reduced,None,91,40,28
4305,Female,15,Group D,Master's Degree,Standard,None,10,96,65
4306,Male,18,Group A,High School,Standard,None,49,44,71
4307,Male,18,Group A,Bachelor's Degree,Standard,None,41,14,62
4308,Female,17,Group A,High School,Standard,Completed,80,90,67
4309,Male,15,Group E,Associate's Degree,Free/Reduced,Completed,67,30,65
4310,Male,18,Group A,Some College,Standard,None,24,98,65
4311,Male,17,Group E,Some High School,Free/Reduced,Completed,60,42,56
4312,Male,16,Group A,Associate's Degree,Standard,Completed,25,68,93
4313,Female,15,Group B,Some College,Free/Reduced,Completed,90,95,48
4314,Male,17,Group D,High School,Standard,Completed,63,58,44
4315,Male,16,Group C,Some College,Standard,None,77,17,54
4316,Female,18,Group E,Associate's Degree,Free/Reduced,None,90,62,89
4317,Female,18,Group C,Bachelor's Degree,Free/Reduced,None,23,15,78
